url_length,num_special_chars,num_dots,has_ip_address,has_at_symbol,domain_age_days,is_https,has_subdomain,num_urgency_words,num_spelling_errors,has_money_terms,num_links,sender_reputation_score,has_spf_record,has_dkim,has_attachment,attachment_suspicious,email_length,Label
213,22,7,1,0,42,1,0,6,5,1,10,0.3265643139860123,0,0,0,1,725,1
117,29,5,0,1,152,1,1,5,2,1,6,0.3098535122551152,0,0,0,1,248,1
39,4,2,0,0,4635,1,1,0,0,0,4,0.7276299889282904,1,1,1,0,946,0
63,3,1,0,0,1446,1,0,2,0,0,2,0.8416462499923798,1,1,0,0,1387,0
89,18,13,0,1,33,1,0,9,2,1,6,0.3017059893388091,1,1,1,1,373,1
149,44,6,0,0,55,1,0,8,6,1,13,0.27023470942697553,0,1,1,0,170,1
71,7,3,0,0,3401,1,0,1,1,0,2,0.9496226252555915,1,1,1,0,286,0
73,10,3,0,0,1825,1,0,2,0,0,1,0.7133590778282375,1,1,0,0,1103,0
20,11,1,1,0,2503,1,0,2,0,1,1,0.9076747159983712,1,1,0,0,237,0
49,10,1,0,0,1985,1,0,3,0,1,4,0.7008800202467651,1,1,0,0,770,0
22,10,3,0,0,4230,1,0,2,1,1,1,0.6910746503718393,1,0,0,0,863,0
28,7,3,0,0,4182,1,0,1,0,1,2,0.9684277945198325,1,1,0,0,1071,0
38,2,2,0,0,2638,1,0,1,1,0,0,0.991644867897921,1,1,0,0,343,0
142,19,13,1,1,151,1,1,1,6,1,14,0.6097266221372531,1,1,0,1,612,1
34,7,1,0,0,1450,1,1,1,0,1,0,0.813510557494015,1,1,0,0,1105,0
224,19,8,1,0,90,1,1,8,6,1,9,0.04992832558673932,1,0,1,1,628,1
24,3,3,0,0,3608,1,0,2,1,0,3,0.8006811936705396,1,1,1,0,982,0
242,39,7,1,1,115,0,1,6,3,1,8,0.3049236128087755,0,0,0,0,601,1
178,42,5,0,0,159,1,1,4,2,1,8,0.2784119186699892,0,0,1,1,738,1
56,4,1,0,0,1125,1,1,2,1,0,3,0.7590539942931012,1,1,0,0,1403,0
94,29,5,1,1,163,1,1,7,4,1,6,0.22795587394852662,1,1,0,1,258,1
44,10,1,0,0,605,0,0,1,0,0,1,0.7626153255548053,1,1,1,1,339,0
53,4,2,0,0,737,1,0,2,0,0,1,0.6411395888247219,1,1,1,0,331,0
45,6,2,0,0,4887,0,0,2,1,1,3,0.9307228451124131,1,1,1,0,1262,0
34,8,3,0,0,3904,1,1,0,0,0,4,0.6262723342630468,1,1,0,0,805,0
204,26,12,1,0,85,0,1,10,7,1,6,0.2323187319413903,1,1,1,1,760,1
117,27,11,1,0,27,1,1,10,5,1,8,0.35184059868470485,1,1,0,1,163,1
63,8,3,0,0,2787,0,0,2,1,0,1,0.698124199194392,1,0,1,0,622,0
67,3,3,0,0,1942,1,0,0,0,0,4,0.9098016425421307,1,1,0,0,1254,0
128,18,8,0,1,81,0,1,10,7,1,9,0.28267021347107996,0,0,1,1,227,1
98,31,8,0,1,75,0,1,6,4,1,7,0.036681658903392436,0,0,0,1,243,1
35,7,1,0,0,2086,1,0,1,0,0,4,0.7329790872990554,1,1,1,0,1221,0
217,29,10,0,1,162,0,1,5,6,1,4,0.1933608946092017,0,0,1,1,380,1
29,3,2,0,0,1784,1,0,0,0,0,1,0.7167719884292294,1,1,0,0,1057,0
147,18,8,1,0,168,0,1,6,5,1,9,0.04110729705991272,0,0,1,0,578,1
235,17,10,1,0,165,1,1,11,7,1,5,0.37555798401651,1,0,1,1,407,1
205,25,7,1,1,79,0,0,10,5,0,10,0.16466448574301126,1,0,1,1,150,1
73,6,2,0,0,1601,1,0,1,1,0,0,0.856871764780126,1,1,1,0,1064,0
245,16,5,1,1,105,1,1,10,5,0,9,0.08708995951956089,0,1,1,1,751,1
110,15,5,1,1,30,0,1,7,4,1,3,0.35801354354137477,0,0,0,1,122,1
31,7,3,0,0,3259,1,0,2,1,0,0,0.76279523551605,1,1,1,0,1300,0
45,11,2,0,0,3477,1,1,2,0,0,1,0.9452107792598494,1,1,1,0,717,0
52,8,1,0,0,2995,0,1,1,0,0,1,0.6885639639172759,0,1,0,0,651,0
24,7,2,0,0,3066,1,1,0,1,0,3,0.9286161528786464,0,1,1,0,492,0
150,41,7,0,1,1,0,1,8,3,1,9,0.06884424112911107,1,0,1,1,502,1
67,11,3,0,0,4811,1,0,0,1,0,2,0.8203956977984893,1,1,1,0,1190,0
76,7,2,0,0,2085,1,0,0,1,0,2,0.9599572214531068,1,1,1,0,482,0
36,5,3,0,0,3035,0,0,0,0,0,0,0.6487556848321435,1,1,0,0,350,0
67,6,3,0,0,1817,1,0,1,0,0,4,0.9075471049967891,1,0,0,0,1490,0
65,4,3,0,0,2604,1,1,1,0,0,3,0.81957547140747,0,0,0,0,766,0
59,6,1,0,0,2284,1,0,1,1,0,1,0.6753472928268279,1,1,1,0,820,0
35,3,1,0,0,569,1,1,0,1,0,3,0.7929888091960262,1,1,1,0,514,0
83,44,10,1,1,141,1,1,4,6,1,13,0.34757770091165807,0,0,1,0,457,1
77,2,1,0,0,3329,1,0,1,1,1,2,0.8330895362468996,1,1,1,0,1483,0
244,21,8,0,1,46,0,0,4,5,0,13,0.1638515579580928,0,0,1,1,727,1
22,4,2,0,0,4829,1,0,0,0,1,2,0.8014930981232937,1,1,0,0,378,0
79,7,2,0,0,2632,1,0,0,0,0,4,0.8937620338019945,0,1,0,0,543,0
59,4,3,0,0,2731,1,0,2,1,1,3,0.8253881895251407,1,1,0,0,575,0
137,38,11,1,0,81,0,0,3,4,1,13,0.18175093382398436,1,0,1,0,663,1
231,17,11,0,1,56,1,1,4,2,0,11,0.2297150300360844,0,1,1,1,602,1
45,6,2,0,0,2907,1,0,2,1,0,2,0.8383707248466935,1,1,0,0,914,0
156,43,13,0,1,157,0,1,3,5,1,5,0.3708711277917811,0,0,0,1,347,1
231,23,11,0,1,129,1,1,8,4,0,13,0.16423947889530666,1,1,1,1,170,1
200,16,14,0,1,99,1,1,9,4,1,7,0.014536299326496983,0,1,0,1,150,1
64,4,3,0,0,4347,1,0,2,1,0,2,0.9947186376719587,1,1,0,0,1246,0
38,4,2,0,0,3308,1,0,1,1,0,4,0.853813973346443,1,1,0,0,1202,0
23,7,1,0,1,438,1,0,0,0,0,0,0.6418030250570896,1,1,1,0,814,0
53,2,3,1,0,3622,1,0,0,0,0,4,0.9714088300169719,1,1,1,0,335,0
102,43,11,1,1,110,0,1,10,2,1,5,0.3967239805397454,0,0,1,0,109,1
104,21,8,1,1,176,1,1,4,6,1,3,0.38442812698778206,0,0,0,1,660,1
198,23,9,1,1,107,1,1,11,4,1,12,0.1480209338697021,0,0,1,1,767,1
238,20,11,1,0,21,0,1,9,5,0,13,0.2276920848365792,1,1,1,1,432,1
43,2,2,0,0,2498,1,0,1,0,0,1,0.9984316515627306,1,1,0,0,355,0
220,36,5,1,1,47,1,0,9,3,1,7,0.30592038898371093,0,1,1,1,673,1
60,10,2,0,0,4476,1,1,2,0,0,3,0.6805001458204678,1,1,0,0,1036,0
29,7,2,0,0,1343,1,1,0,1,0,1,0.9588816523727166,1,1,0,0,595,0
54,6,2,0,0,672,1,0,2,0,1,0,0.6784862604681181,1,1,1,0,376,0
195,27,13,1,0,154,0,1,5,3,1,13,0.1292811728083021,0,1,0,1,663,1
44,11,3,0,0,4442,1,0,2,0,1,4,0.9449196867896495,1,1,0,0,966,0
170,33,6,1,1,78,0,1,5,2,1,6,0.18373872317846898,1,1,0,0,152,1
247,26,10,1,1,160,0,1,4,4,1,4,0.1843474941078608,0,0,1,1,412,1
27,4,2,1,0,4094,1,0,2,1,0,3,0.7345642188733077,1,1,0,0,354,0
148,40,8,1,0,75,0,1,9,6,1,7,0.291011692090038,0,0,1,0,120,1
245,22,5,1,0,127,1,0,0,5,1,8,0.6194728149921102,1,1,1,1,257,1
26,7,2,0,0,3022,1,0,2,0,0,3,0.6063573572560014,1,1,0,0,766,0
62,8,1,0,0,4297,1,0,1,0,0,3,0.704963129028298,1,1,0,0,1235,0
51,2,1,0,0,3916,0,0,1,1,0,0,0.9736145962636042,1,1,0,0,351,0
54,3,3,0,0,1161,1,0,0,1,1,2,0.8184098373283001,1,0,0,0,1096,0
70,15,3,0,0,4839,1,1,2,0,0,1,0.8398745256912238,1,0,0,0,415,0
175,15,8,1,1,150,0,1,7,5,1,5,0.23738455308188955,0,1,0,1,241,1
73,5,2,0,0,1044,1,1,1,0,0,1,0.6257620464060173,0,1,1,0,1092,0
87,29,7,1,1,97,1,1,6,2,1,4,0.1476544775236818,0,0,1,1,576,1
203,33,11,1,1,40,1,1,9,2,1,8,0.19987329211316168,0,1,1,1,264,1
223,44,12,1,1,11,0,1,7,6,1,11,0.29166939501977923,0,1,1,1,710,1
53,9,1,0,0,1607,0,0,0,1,0,0,0.9003713574066889,0,1,0,0,1262,0
39,4,1,0,0,3726,1,0,1,1,1,4,0.7032632670633914,0,1,0,0,1495,0
62,10,1,0,0,1991,1,0,1,0,1,4,0.6312438755004625,1,1,1,1,1018,0
32,10,1,0,0,2204,0,1,0,0,1,1,0.6911113366471205,1,1,0,0,673,0
45,2,2,0,0,3790,1,0,2,1,0,1,0.6491502319576611,1,1,1,0,579,0
82,18,5,1,1,89,1,1,3,6,1,13,0.2241595815279771,0,1,0,0,577,1
246,37,13,0,1,146,0,1,3,5,1,10,0.363044401022622,1,0,0,1,202,1
220,43,10,1,0,135,0,0,9,6,1,12,0.11739552928324866,1,0,0,1,670,1
21,9,2,0,0,965,1,0,2,1,0,4,0.7859483720617375,1,1,1,0,1158,0
69,10,3,1,0,975,1,0,2,0,0,2,0.7209306933091574,1,0,0,0,967,0
27,2,1,0,0,2198,1,0,2,0,0,0,0.9799820037328817,1,1,1,0,797,0
57,7,2,0,0,2890,1,0,2,1,0,1,0.9274170319622013,1,1,1,0,808,0
145,34,14,1,0,66,0,1,10,6,1,9,0.021029759124401262,0,0,1,1,156,1
104,15,14,1,0,59,0,1,11,2,1,6,0.1494161185257182,0,0,0,1,661,1
226,32,9,0,0,53,0,0,4,6,0,4,0.3651203201631447,0,0,0,1,189,1
95,38,10,1,1,15,0,1,4,7,1,13,0.2513736189675996,0,0,1,1,734,1
188,26,14,1,1,18,0,0,9,2,1,4,0.1485688007492183,0,1,1,1,217,1
60,3,1,0,0,4739,1,0,0,0,0,1,0.8633316091692591,0,1,0,0,643,0
52,11,2,0,0,4774,1,0,2,1,0,2,0.7361099928936123,1,1,0,0,313,0
180,17,5,1,1,136,1,1,10,2,0,9,0.17217096412839608,0,0,1,1,125,1
38,7,1,1,0,3551,1,1,2,1,0,2,0.9320929458936682,1,1,1,0,614,0
239,20,10,0,0,53,0,1,7,2,1,6,0.17376132760264393,1,0,1,1,476,1
20,8,2,0,0,1750,1,1,1,0,0,4,0.7621615843403696,1,0,0,0,226,0
91,39,5,1,1,77,0,1,8,6,1,4,0.3712207000915393,0,0,1,0,191,1
121,31,11,1,1,152,1,0,8,6,1,9,0.20023172697233252,0,0,0,1,174,1
133,34,6,1,0,173,1,1,10,4,1,8,0.22624141109921736,0,0,0,1,372,1
96,37,11,1,1,79,0,1,10,7,1,4,0.24085825762099244,0,0,1,0,763,1
191,33,11,0,1,67,0,1,3,4,0,13,0.33433037116420644,0,0,1,1,389,1
181,20,9,0,0,91,1,1,6,4,0,7,0.0031857618981804506,1,0,1,0,160,1
98,22,12,1,0,85,1,1,1,2,1,7,0.6229249565358831,0,1,1,1,747,1
244,30,8,1,0,143,0,1,4,4,1,10,0.3874698422297429,0,0,1,0,470,1
140,42,11,1,1,114,0,1,3,2,1,6,0.11784133317618242,0,0,0,1,704,1
67,8,2,1,0,2780,1,1,1,1,0,3,0.7404830273545652,0,1,0,0,362,0
47,7,3,0,0,741,1,1,0,0,1,2,0.971057082203438,1,1,1,0,1330,0
54,4,1,0,0,665,1,0,1,1,1,1,0.7421344597420607,1,1,0,0,1022,0
46,4,1,0,0,4628,1,0,0,1,0,3,0.6803482942766631,1,1,1,0,234,0
45,9,3,0,0,429,1,0,2,1,1,2,0.8098765365677079,1,1,0,0,951,0
168,35,13,0,0,116,0,1,9,7,1,3,0.39220672880044244,0,0,1,1,276,1
46,4,3,0,0,3519,1,1,2,1,1,2,0.6128661081290525,1,1,0,0,1333,0
89,23,5,1,1,137,1,0,0,5,1,12,0.6704700233367668,0,0,1,1,279,1
34,7,3,1,0,556,1,0,0,1,0,1,0.9519192229247678,1,1,0,0,273,0
73,11,1,0,0,3972,0,0,2,0,0,1,0.7010218189634421,1,1,1,0,396,0
29,5,2,0,0,1122,1,0,2,1,1,1,0.7808114293858741,1,0,0,0,407,0
64,9,3,0,0,4152,1,0,1,1,1,2,0.8761510286525693,1,1,0,0,315,0
138,19,7,1,1,112,0,1,4,4,1,4,0.04402531368044609,1,0,0,1,281,1
41,5,1,0,0,2559,1,0,1,1,0,2,0.7096544668767754,1,1,0,1,1457,0
74,7,1,0,0,2107,1,0,2,0,1,3,0.6179637986034926,1,1,0,0,217,0
21,11,1,0,0,3860,1,1,1,0,0,2,0.6206981918676404,0,1,1,0,454,0
61,11,2,0,0,3037,1,0,1,1,0,1,0.7578419806644963,1,1,0,0,890,0
31,2,1,0,0,1719,0,0,0,0,1,3,0.6440232801750486,1,1,0,0,500,0
23,3,2,0,0,3059,1,1,2,0,0,1,0.7007413449382836,1,1,1,0,289,0
71,6,1,0,0,827,1,1,1,1,0,3,0.7244181279005222,1,1,0,0,635,0
72,10,2,1,0,1302,1,0,2,1,0,1,0.8759365133743857,1,0,0,0,289,0
167,35,14,0,1,112,0,1,10,7,1,3,0.26894474317287775,0,0,0,1,382,1
79,5,2,0,0,2787,1,0,0,1,0,3,0.9906028761202503,1,1,1,1,252,0
74,9,2,0,0,4952,1,0,2,1,1,4,0.7817689276638164,1,1,0,0,1294,0
105,37,13,0,0,38,1,1,9,7,0,12,0.3280270008222598,0,0,1,0,468,1
68,4,1,1,0,477,1,0,2,1,0,0,0.9209673148714813,1,1,0,0,1422,0
220,44,6,0,1,2,0,1,7,2,1,13,0.2035767124037145,0,1,1,1,703,1
203,16,5,1,0,17,0,1,8,6,1,14,0.37763791437214583,0,0,0,0,213,1
191,42,6,1,0,179,1,1,0,2,0,10,0.5354472395544707,0,0,0,1,331,1
39,8,3,0,0,3723,1,0,0,0,1,4,0.8227193537492686,1,1,1,0,873,0
173,32,9,1,0,80,0,1,11,5,1,7,0.020097203929192856,0,0,1,1,100,1
68,11,2,0,0,2218,1,0,2,1,0,2,0.6087814007508082,1,1,0,0,727,0
51,8,3,0,0,552,1,0,1,1,0,2,0.6462700894592466,1,1,1,0,1316,0
67,5,1,0,0,1281,1,0,0,0,0,3,0.7871941464415768,1,1,0,0,1141,0
105,26,12,0,1,176,0,1,3,4,1,13,0.2804576879866614,0,1,1,1,787,1
37,9,2,0,0,4133,1,0,1,0,0,2,0.9555551758625931,1,0,1,0,578,0
36,8,1,0,0,3181,1,0,2,1,0,2,0.6593206939230988,1,1,0,0,1491,0
123,17,6,0,0,139,1,0,11,4,0,3,0.24430829227401546,0,0,1,1,580,1
24,8,3,0,0,4738,1,0,1,0,0,1,0.8618528103668381,0,1,0,0,1338,0
37,10,3,0,0,628,1,0,2,1,0,3,0.809875364837391,1,1,0,0,443,0
101,32,8,1,1,50,0,1,5,7,1,7,0.0352537723906766,1,1,0,1,477,1
67,8,2,0,0,2459,1,0,0,0,0,0,0.6074282875060395,1,1,1,0,796,0
245,34,6,1,1,157,1,1,6,3,1,13,0.028220025483957835,1,1,1,1,478,1
43,3,1,0,0,2304,1,0,0,1,0,2,0.6859037599849889,1,1,1,0,600,0
30,4,2,0,0,512,1,0,1,1,0,1,0.6486203042923642,1,1,0,0,504,0
115,34,10,1,1,168,1,0,8,7,1,11,0.13984575952308886,0,0,0,1,319,1
233,25,12,0,1,11,0,1,8,3,1,4,0.23014366925163943,0,0,1,0,543,1
60,2,1,0,0,610,1,0,1,1,0,1,0.9547948278093279,1,1,0,0,557,0
69,8,1,1,0,1459,1,1,0,1,0,4,0.6617972944824152,1,1,0,0,673,0
66,2,1,0,0,4621,1,1,2,0,0,0,0.8708509954295607,1,1,1,0,1339,0
198,36,11,0,0,75,1,1,3,4,1,6,0.34656927341588006,0,0,0,1,691,1
199,41,10,1,1,146,0,1,6,5,1,13,0.11577454721200878,0,1,0,1,623,1
248,24,12,1,0,3,0,0,5,3,1,9,0.34127032490312015,0,0,0,1,285,1
129,20,12,0,0,83,1,1,1,5,1,10,0.6522895164254242,0,0,0,1,639,1
49,7,1,0,0,2734,1,0,1,1,1,4,0.7467473577144917,1,1,0,0,438,0
71,9,3,0,0,3563,1,1,2,0,0,2,0.6774533701520855,1,1,1,0,575,0
138,26,5,1,0,28,0,0,6,2,0,13,0.38225578468936866,1,1,1,0,328,1
82,18,13,1,1,34,0,1,10,6,1,13,0.2577940246082376,0,0,1,1,688,1
35,3,3,0,0,1126,1,0,2,1,1,3,0.612388241369004,1,0,0,0,1186,0
47,4,3,0,0,3218,1,0,2,1,0,2,0.8477405223745196,1,0,1,1,1300,0
69,2,1,0,0,1654,0,0,1,1,0,2,0.894378880689289,1,1,0,0,1472,0
26,7,2,0,0,1434,1,0,2,1,1,1,0.9043230165724309,1,1,0,0,1143,0
71,5,3,1,0,3574,1,0,2,1,1,4,0.9469692487338914,0,1,0,0,837,0
76,11,2,0,0,1463,1,0,1,0,1,1,0.8906343063305813,1,1,0,0,1427,0
34,5,3,0,0,4558,1,1,2,0,1,1,0.6859968894353565,0,1,1,0,444,0
37,10,3,0,0,4836,1,0,2,1,0,3,0.9282701533604282,1,1,1,0,1250,0
26,3,1,0,0,1368,0,0,1,1,0,1,0.7151914431730002,1,1,0,0,1155,0
38,4,2,0,0,463,0,1,1,1,0,1,0.7307281225006929,1,1,1,0,785,0
26,3,1,0,0,1352,1,0,2,1,1,3,0.8018957901521406,1,1,0,0,1395,0
47,2,2,0,1,4751,0,1,1,1,0,4,0.679189302213987,1,1,1,0,1058,0
47,9,3,0,0,984,0,0,1,0,1,4,0.6427541181956242,1,1,1,0,1478,0
73,5,1,0,0,4140,1,1,2,1,0,1,0.6259088798100807,1,1,0,0,964,0
103,34,9,1,0,19,0,1,5,2,1,7,0.15820606793960612,0,0,1,1,470,1
241,37,8,0,1,21,0,1,3,2,1,8,0.35909742660389016,1,0,1,1,786,1
24,11,2,0,0,894,1,1,1,0,1,1,0.9651355432775901,0,1,0,0,666,0
171,33,8,1,1,72,0,0,3,2,1,10,0.024983037447628576,1,0,1,1,386,1
24,4,1,0,0,1167,1,1,1,1,0,3,0.7651357591035626,1,1,1,0,1351,0
82,41,6,1,1,132,0,1,3,6,1,4,0.32201786700774476,1,0,1,1,434,1
71,9,1,0,0,4615,1,0,0,0,0,0,0.9476486457124138,1,1,1,0,386,0
107,22,10,0,1,12,0,0,7,5,0,12,0.005877355461981537,0,0,0,0,237,1
47,11,2,0,0,3513,1,1,1,0,1,2,0.8630273223138449,1,1,0,0,1470,0
46,2,1,0,0,1002,0,0,0,0,0,2,0.8309597068532364,1,0,1,0,598,0
32,9,1,0,0,2201,1,1,1,1,0,2,0.8918039999835068,1,1,0,0,1070,0
69,5,1,0,0,3385,1,0,1,0,1,4,0.7618065612460527,1,1,0,0,583,0
76,10,1,0,0,1559,1,0,0,0,0,1,0.8922240323589861,1,1,1,0,1369,0
68,5,3,0,0,4646,1,0,0,0,0,2,0.6014146494812899,1,1,0,0,1034,0
212,16,9,0,1,42,1,1,4,5,1,7,0.07831119427341844,0,0,1,0,150,1
76,6,2,0,0,4093,1,0,1,1,0,2,0.8431830810734438,1,1,0,0,1269,0
97,35,7,1,1,39,0,1,3,4,1,7,0.03949488275306634,0,0,0,1,296,1
51,9,2,0,0,2486,1,0,0,1,0,0,0.7436773609556726,1,0,0,0,761,0
49,4,3,0,0,1864,1,0,1,0,0,3,0.923186275704303,1,1,0,0,609,0
38,6,3,0,0,1306,1,0,2,1,0,3,0.6153702582556234,1,1,0,0,413,0
244,20,11,1,0,119,0,1,4,7,1,12,0.15797807440858486,0,1,1,1,364,1
74,6,3,0,0,2708,1,0,1,1,0,2,0.6252642112656557,1,1,0,0,1223,0
41,3,1,0,0,4946,1,0,0,1,1,1,0.8601293292469622,1,1,0,0,1263,0
107,25,11,0,0,146,1,1,0,4,1,3,0.6829630298382455,0,0,1,0,453,1
200,33,7,0,0,96,0,1,3,4,0,8,0.2108030498326135,0,0,0,1,506,1
22,6,3,1,0,2018,1,0,0,0,0,3,0.8421601487813377,1,1,0,0,1370,0
137,23,7,1,0,24,1,0,5,4,0,6,0.21995076846248418,0,0,1,0,493,1
64,11,2,0,0,3262,1,1,2,1,0,3,0.6105027275239624,1,1,0,1,1139,0
74,11,2,0,0,3293,1,1,1,0,0,0,0.6853791525304169,1,1,1,0,933,0
92,31,7,0,0,157,0,1,5,7,0,10,0.24949723394560364,1,0,1,1,454,1
203,27,13,0,0,88,1,1,10,4,0,10,0.29160286721639495,1,0,0,0,234,1
76,11,1,0,0,1066,1,1,2,1,1,0,0.6905217144604938,0,1,0,0,1194,0
35,10,3,0,0,4154,0,0,2,1,0,3,0.7392120610833012,1,1,1,0,646,0
42,7,1,0,0,3275,1,1,1,1,0,3,0.8719216283836527,1,1,0,0,651,0
45,10,3,0,0,1503,1,1,2,1,0,0,0.6190332770184449,1,1,1,0,657,0
71,7,2,0,0,1478,1,1,2,1,0,3,0.7340439440147776,1,1,0,1,349,0
28,5,3,0,0,771,1,1,2,0,0,3,0.603815581610218,1,1,1,0,364,0
36,11,2,0,0,4461,1,0,1,0,1,1,0.6043854612526173,1,1,1,0,955,0
59,2,3,1,0,1532,1,1,2,1,0,2,0.7928374075178857,1,1,0,0,1186,0
126,41,11,1,1,136,1,1,0,3,1,12,0.5992065779882829,0,0,1,0,630,1
62,4,2,0,0,2269,1,0,0,0,1,3,0.8941656102028013,1,1,0,0,1469,0
45,5,2,0,0,765,0,0,0,0,0,3,0.8120990105464971,1,1,1,0,996,0
68,10,3,0,0,861,1,0,0,0,1,0,0.6335591842515637,0,1,0,0,1064,0
121,26,12,1,1,112,0,1,4,5,1,5,0.20908378162704044,0,0,0,1,543,1
42,9,2,0,0,1011,0,0,0,1,0,2,0.8574304890959281,1,1,1,0,1274,0
93,33,10,1,1,152,0,1,4,7,0,10,0.24969519836559684,0,1,1,1,547,1
114,43,10,1,1,46,1,0,4,4,0,9,0.16450204663414764,1,0,1,1,381,1
76,7,2,0,0,4138,1,0,0,1,0,0,0.845973671166859,1,1,0,0,1027,0
36,7,2,0,0,2660,1,0,0,1,0,2,0.6396225736863952,1,0,0,0,1329,0
213,25,13,1,1,96,1,1,10,4,1,12,0.09935344349728302,1,0,1,1,648,1
240,42,5,0,0,159,1,0,6,7,1,8,0.3427495744300377,0,1,0,1,208,1
136,21,9,1,0,121,0,1,4,5,1,12,0.24728722532650443,0,0,1,0,733,1
69,5,2,0,0,4431,1,0,2,0,0,0,0.6508816477351124,1,1,0,0,655,0
168,23,9,1,0,149,1,1,4,2,1,3,0.060819426969796725,0,0,0,1,208,1
174,23,9,1,1,45,0,0,7,4,1,4,0.17035726201467272,1,0,1,0,121,1
58,8,2,1,0,1972,1,1,2,1,0,4,0.837987342936588,1,1,1,0,1196,0
239,33,6,0,1,30,1,0,5,3,1,11,0.012605217232884637,0,0,1,1,248,1
118,24,14,1,0,87,0,1,6,2,1,12,0.3731011756241253,0,0,1,1,178,1
112,19,14,0,0,77,0,1,3,7,1,14,0.10079928865762869,1,0,1,1,547,1
79,8,2,0,0,1807,1,0,0,0,0,3,0.8720571371646708,0,1,0,0,904,0
218,26,7,0,0,155,1,1,5,7,1,6,0.12047023479894353,0,0,0,1,620,1
26,5,1,0,0,1057,1,1,2,0,1,1,0.8464869585176557,1,1,0,0,1175,0
223,32,11,1,0,41,1,1,10,4,1,4,0.2283966285303914,0,0,1,1,691,1
247,38,11,0,1,0,1,1,5,5,1,8,0.14415112797213903,0,1,1,1,559,1
188,25,6,1,1,72,0,1,11,6,1,12,0.18387260510445247,0,0,0,1,201,1
123,24,12,1,0,27,0,1,6,2,1,12,0.2654937442775754,0,0,1,0,578,1
41,9,3,0,0,4012,1,0,2,0,0,2,0.6259336875144764,1,1,1,0,826,0
149,29,6,1,1,142,1,1,10,7,1,12,0.3918203361527028,0,1,0,1,470,1
76,10,1,0,0,1590,1,1,0,1,0,4,0.739596043205663,1,1,1,1,1200,0
52,9,3,0,0,3304,1,1,0,1,0,1,0.7511187295637646,1,1,0,0,679,0
64,4,3,0,0,1522,1,0,2,1,1,1,0.8442993979817238,1,1,0,0,1068,0
52,15,3,0,0,1882,1,0,3,1,1,0,0.757177775749344,1,1,0,0,1051,0
104,32,13,1,1,108,1,0,9,2,0,7,0.18928404723253336,0,0,1,0,597,1
38,3,3,0,0,1295,0,0,2,1,0,0,0.6746255438538639,1,1,0,0,1165,0
207,22,11,1,0,175,0,1,9,7,1,8,0.39155714331000363,0,1,1,1,708,1
208,42,12,1,0,97,0,1,3,4,1,10,0.13032924702577994,1,0,1,0,616,1
82,29,11,1,1,17,0,1,11,6,0,9,0.12883166623327133,0,0,0,1,311,1
249,43,10,1,1,81,0,1,10,6,1,14,0.346676539359758,1,0,1,1,402,1
144,35,14,0,1,43,0,1,10,3,1,14,0.3254841083029232,0,0,1,0,184,1
228,19,10,1,1,50,0,1,10,3,1,9,0.18468645752524765,1,0,1,1,692,1
72,11,1,0,0,3973,1,0,1,1,0,3,0.7871479654535727,1,1,0,0,1469,0
183,27,10,0,1,124,0,0,6,5,1,13,0.32266602121072663,1,1,0,0,352,1
31,3,1,0,0,1116,1,0,0,0,1,4,0.6601794203092864,1,1,1,0,1217,0
132,23,14,1,0,168,0,1,8,3,1,13,0.2950004992438994,0,0,1,0,763,1
24,9,2,0,0,368,1,0,0,0,0,4,0.7622084620814144,1,1,1,1,433,0
240,27,12,1,1,176,1,1,8,2,1,12,0.19496252124032304,1,0,1,0,585,1
40,6,2,0,0,1504,1,1,1,0,0,2,0.8366632262094682,1,1,0,0,214,0
39,3,2,0,0,2977,1,0,2,1,0,0,0.9337111596221823,1,1,0,0,1067,0
52,2,1,0,0,2364,1,1,1,1,1,0,0.6763017318973056,1,1,1,0,1154,0
183,21,5,1,1,171,0,1,7,2,0,6,0.2311311886045743,0,0,1,1,102,1
50,11,3,0,0,1534,1,0,0,1,1,1,0.9442607549550468,1,1,1,0,350,0
90,35,9,1,0,125,1,1,4,7,1,3,0.003874753096387096,1,1,1,1,590,1
42,11,3,0,0,916,1,0,1,0,0,3,0.939029611916105,1,1,1,0,209,0
218,25,10,1,1,55,1,0,4,5,1,12,0.12828486599371755,1,0,0,1,597,1
157,42,14,0,1,75,0,1,5,3,1,10,0.18243981066503667,0,0,1,0,222,1
69,9,2,0,0,3329,1,0,1,0,1,1,0.7235460804048631,1,1,1,0,1145,0
45,7,3,0,0,621,1,0,1,0,0,3,0.8084384718320502,1,1,1,0,1172,0
63,7,2,0,0,2307,0,0,1,1,1,1,0.9895207413131996,0,1,1,0,622,0
200,27,13,1,0,115,1,1,3,7,1,14,0.3738919661953204,0,0,1,1,637,1
158,42,6,1,0,138,0,1,8,6,1,10,0.370844251543371,0,1,1,1,484,1
150,44,11,0,0,36,1,0,10,6,1,11,0.3064463731182345,1,0,0,1,483,1
47,6,1,0,0,3310,1,0,2,0,0,1,0.7136416596909732,1,1,0,0,1040,0
46,7,3,0,0,2621,1,1,0,0,0,2,0.757292279189151,1,1,0,0,1467,0
240,29,8,1,0,32,1,1,7,3,1,12,0.2740024346652715,1,0,0,1,491,1
69,8,3,0,0,4272,1,0,1,0,0,0,0.6009818345775376,1,1,1,0,711,0
211,16,9,0,0,121,1,1,8,3,1,10,0.3347711331378495,1,0,0,1,161,1
